	q	m	n	k	odds ratio	p-value	fdr
GeneList73	5.546000e+03	1.109200e+04	1.090800e+04	1.098900e+04	1.004042e+00	4.458771e-01	0.000000e+00
GeneList401	5.447000e+03	1.091600e+04	1.108400e+04	1.098900e+04	9.959773e-01	4.459201e-01	0.000000e+00
GeneList1499	5.530000e+03	1.106000e+04	1.094000e+04	1.098900e+04	1.004030e+00	4.460488e-01	0.000000e+00
GeneList179	5.520000e+03	1.104000e+04	1.096000e+04	1.098900e+04	1.004023e+00	4.461558e-01	0.000000e+00
GeneList835	5.505000e+03	1.101000e+04	1.099000e+04	1.098900e+04	1.004012e+00	4.463160e-01	0.000000e+00
GeneList1290	5.487000e+03	1.099600e+04	1.100400e+04	1.098900e+04	9.960065e-01	4.463480e-01	0.000000e+00
GeneList1743	5.488000e+03	1.099800e+04	1.100200e+04	1.098900e+04	9.960073e-01	4.463587e-01	0.000000e+00
GeneList1693	5.492000e+03	1.100600e+04	1.099400e+04	1.098900e+04	9.960102e-01	4.464013e-01	0.000000e+00
GeneList1988	5.492000e+03	1.100600e+04	1.099400e+04	1.098900e+04	9.960102e-01	4.464013e-01	0.000000e+00
GeneList820	5.493000e+03	1.100800e+04	1.099200e+04	1.098900e+04	9.960109e-01	4.464120e-01	0.000000e+00
GeneList1732	5.498000e+03	1.101800e+04	1.098200e+04	1.098900e+04	9.960145e-01	4.464653e-01	0.000000e+00
GeneList1512	5.511000e+03	1.104400e+04	1.095600e+04	1.098900e+04	9.960239e-01	4.466035e-01	0.000000e+00
GeneList86	5.475000e+03	1.095000e+04	1.105000e+04	1.098900e+04	1.003990e+00	4.466354e-01	0.000000e+00
GeneList1428	5.534000e+03	1.109000e+04	1.091000e+04	1.098900e+04	9.960403e-01	4.468474e-01	0.000000e+00
GeneList1307	5.450000e+03	1.090000e+04	1.110000e+04	1.098900e+04	1.003972e+00	4.469003e-01	0.000000e+00
GeneList1169	5.420000e+03	1.084000e+04	1.116000e+04	1.098900e+04	1.003950e+00	4.472168e-01	0.000000e+00
GeneList1482	5.570000e+03	1.116200e+04	1.083800e+04	1.098900e+04	9.960658e-01	4.472273e-01	0.000000e+00
GeneList459	5.554000e+03	1.110900e+04	1.089100e+04	1.098900e+04	1.003683e+00	4.511203e-01	0.000000e+00
GeneList894	5.451000e+03	1.092300e+04	1.107700e+04	1.098900e+04	9.963422e-01	4.512924e-01	0.000000e+00
GeneList665	5.532000e+03	1.106500e+04	1.093500e+04	1.098900e+04	1.003667e+00	4.513568e-01	0.000000e+00
GeneList1823	5.460000e+03	1.094100e+04	1.105900e+04	1.098900e+04	9.963488e-01	4.513890e-01	0.000000e+00
GeneList1102	5.512000e+03	1.102500e+04	1.097500e+04	1.098900e+04	1.003652e+00	4.515711e-01	0.000000e+00
GeneList850	5.493000e+03	1.098700e+04	1.101300e+04	1.098900e+04	1.003638e+00	4.517741e-01	0.000000e+00
GeneList1326	5.489000e+03	1.097900e+04	1.102100e+04	1.098900e+04	1.003635e+00	4.518167e-01	0.000000e+00
GeneList787	5.485000e+03	1.097100e+04	1.102900e+04	1.098900e+04	1.003632e+00	4.518594e-01	0.000000e+00
GeneList604	5.484000e+03	1.096900e+04	1.103100e+04	1.098900e+04	1.003632e+00	4.518700e-01	0.000000e+00
GeneList1354	5.520000e+03	1.106100e+04	1.093900e+04	1.098900e+04	9.963922e-01	4.520297e-01	0.000000e+00
GeneList660	5.522000e+03	1.106500e+04	1.093500e+04	1.098900e+04	9.963937e-01	4.520510e-01	0.000000e+00
GeneList1794	5.524000e+03	1.106900e+04	1.093100e+04	1.098900e+04	9.963951e-01	4.520722e-01	0.000000e+00
GeneList1715	5.527000e+03	1.107500e+04	1.092500e+04	1.098900e+04	9.963972e-01	4.521041e-01	0.000000e+00
GeneList658	5.554000e+03	1.112900e+04	1.087100e+04	1.098900e+04	9.964165e-01	4.523903e-01	0.000000e+00
GeneList1679	5.582000e+03	1.116600e+04	1.083400e+04	1.098900e+04	1.003339e+00	4.561561e-01	0.000000e+00
GeneList1689	5.577000e+03	1.115600e+04	1.084400e+04	1.098900e+04	1.003336e+00	4.562102e-01	0.000000e+00
GeneList1702	5.542000e+03	1.108600e+04	1.091400e+04	1.098900e+04	1.003310e+00	4.565875e-01	0.000000e+00
GeneList1078	5.536000e+03	1.107400e+04	1.092600e+04	1.098900e+04	1.003305e+00	4.566521e-01	0.000000e+00
GeneList116	5.528000e+03	1.105800e+04	1.094200e+04	1.098900e+04	1.003299e+00	4.567380e-01	0.000000e+00
GeneList578	5.515000e+03	1.103200e+04	1.096800e+04	1.098900e+04	1.003290e+00	4.568774e-01	0.000000e+00
GeneList264	5.515000e+03	1.103200e+04	1.096800e+04	1.098900e+04	1.003290e+00	4.568774e-01	0.000000e+00
GeneList1383	5.507000e+03	1.101600e+04	1.098400e+04	1.098900e+04	1.003284e+00	4.569632e-01	0.000000e+00
GeneList1682	5.484000e+03	1.098800e+04	1.101200e+04	1.098900e+04	9.967283e-01	4.569846e-01	0.000000e+00
GeneList1591	5.487000e+03	1.099400e+04	1.100600e+04	1.098900e+04	9.967304e-01	4.570167e-01	0.000000e+00
GeneList80	5.502000e+03	1.100600e+04	1.099400e+04	1.098900e+04	1.003280e+00	4.570167e-01	0.000000e+00
GeneList430	5.487000e+03	1.099400e+04	1.100600e+04	1.098900e+04	9.967304e-01	4.570167e-01	0.000000e+00
GeneList250	5.490000e+03	1.100000e+04	1.100000e+04	1.098900e+04	9.967326e-01	4.570488e-01	0.000000e+00
GeneList809	5.494000e+03	1.100800e+04	1.099200e+04	1.098900e+04	9.967355e-01	4.570915e-01	0.000000e+00
GeneList789	5.488000e+03	1.097800e+04	1.102200e+04	1.098900e+04	1.003270e+00	4.571663e-01	0.000000e+00
GeneList1409	5.481000e+03	1.096400e+04	1.103600e+04	1.098900e+04	1.003265e+00	4.572411e-01	0.000000e+00
GeneList283	5.478000e+03	1.095800e+04	1.104200e+04	1.098900e+04	1.003263e+00	4.572731e-01	0.000000e+00
GeneList1455	5.476000e+03	1.095400e+04	1.104600e+04	1.098900e+04	1.003261e+00	4.572944e-01	0.000000e+00
GeneList307	5.514000e+03	1.104800e+04	1.095200e+04	1.098900e+04	9.967500e-01	4.573051e-01	0.000000e+00
GeneList1234	5.468000e+03	1.093800e+04	1.106200e+04	1.098900e+04	1.003256e+00	4.573797e-01	0.000000e+00
GeneList1386	5.535000e+03	1.109000e+04	1.091000e+04	1.098900e+04	9.967650e-01	4.575287e-01	0.000000e+00
GeneList378	5.546000e+03	1.111200e+04	1.088800e+04	1.098900e+04	9.967729e-01	4.576456e-01	0.000000e+00
GeneList1506	5.551000e+03	1.112200e+04	1.087800e+04	1.098900e+04	9.967764e-01	4.576987e-01	0.000000e+00
GeneList210	5.426000e+03	1.085400e+04	1.114600e+04	1.098900e+04	1.003225e+00	4.578259e-01	0.000000e+00
GeneList1061	5.571000e+03	1.114500e+04	1.085500e+04	1.098900e+04	1.002967e+00	4.616208e-01	0.000000e+00
GeneList201	5.454000e+03	1.092700e+04	1.107300e+04	1.098900e+04	9.970685e-01	4.620089e-01	0.000000e+00
GeneList228	5.534000e+03	1.107100e+04	1.092900e+04	1.098900e+04	1.002939e+00	4.620196e-01	0.000000e+00
GeneList697	5.534000e+03	1.107100e+04	1.092900e+04	1.098900e+04	1.002939e+00	4.620196e-01	0.000000e+00
GeneList906	5.459000e+03	1.093700e+04	1.106300e+04	1.098900e+04	9.970722e-01	4.620626e-01	0.000000e+00
GeneList1286	5.478000e+03	1.097500e+04	1.102500e+04	1.098900e+04	9.970861e-01	4.622666e-01	0.000000e+00
GeneList1811	5.509000e+03	1.102100e+04	1.097900e+04	1.098900e+04	1.002921e+00	4.622881e-01	0.000000e+00
GeneList1005	5.503000e+03	1.100900e+04	1.099100e+04	1.098900e+04	1.002917e+00	4.623524e-01	0.000000e+00
GeneList372	5.491000e+03	1.100100e+04	1.099900e+04	1.098900e+04	9.970955e-01	4.624060e-01	0.000000e+00
GeneList934	5.495000e+03	1.099300e+04	1.100700e+04	1.098900e+04	1.002911e+00	4.624381e-01	0.000000e+00
GeneList1543	5.494000e+03	1.099100e+04	1.100900e+04	1.098900e+04	1.002910e+00	4.624488e-01	0.000000e+00
GeneList1419	5.493000e+03	1.098900e+04	1.101100e+04	1.098900e+04	1.002909e+00	4.624595e-01	0.000000e+00
GeneList1	5.497000e+03	1.101300e+04	1.098700e+04	1.098900e+04	9.970998e-01	4.624702e-01	0.000000e+00
GeneList248	5.489000e+03	1.098100e+04	1.101900e+04	1.098900e+04	1.002906e+00	4.625023e-01	0.000000e+00
GeneList127	5.486000e+03	1.097500e+04	1.102500e+04	1.098900e+04	1.002904e+00	4.625344e-01	0.000000e+00
GeneList1517	5.507000e+03	1.103300e+04	1.096700e+04	1.098900e+04	9.971071e-01	4.625772e-01	0.000000e+00
GeneList390	5.481000e+03	1.096500e+04	1.103500e+04	1.098900e+04	1.002901e+00	4.625879e-01	0.000000e+00
GeneList1785	5.478000e+03	1.095900e+04	1.104100e+04	1.098900e+04	1.002898e+00	4.626199e-01	0.000000e+00
GeneList1391	5.514000e+03	1.104700e+04	1.095300e+04	1.098900e+04	9.971121e-01	4.626520e-01	0.000000e+00
GeneList1792	5.517000e+03	1.105300e+04	1.094700e+04	1.098900e+04	9.971143e-01	4.626840e-01	0.000000e+00
GeneList625	5.470000e+03	1.094300e+04	1.105700e+04	1.098900e+04	1.002893e+00	4.627054e-01	0.000000e+00
GeneList880	5.524000e+03	1.106700e+04	1.093300e+04	1.098900e+04	9.971193e-01	4.627587e-01	0.000000e+00
GeneList614	5.529000e+03	1.107700e+04	1.092300e+04	1.098900e+04	9.971229e-01	4.628121e-01	0.000000e+00
GeneList1147	5.542000e+03	1.110300e+04	1.089700e+04	1.098900e+04	9.971322e-01	4.629506e-01	0.000000e+00
GeneList1235	5.546000e+03	1.111100e+04	1.088900e+04	1.098900e+04	9.971351e-01	4.629932e-01	0.000000e+00
GeneList1568	5.413000e+03	1.084400e+04	1.115600e+04	1.098900e+04	9.974007e-01	4.669196e-01	0.000000e+00
GeneList1730	5.432000e+03	1.088200e+04	1.111800e+04	1.098900e+04	9.974147e-01	4.671247e-01	0.000000e+00
GeneList1085	5.439000e+03	1.089600e+04	1.110400e+04	1.098900e+04	9.974198e-01	4.672002e-01	0.000000e+00
GeneList986	5.549000e+03	1.110200e+04	1.089800e+04	1.098900e+04	1.002586e+00	4.672110e-01	0.000000e+00
GeneList1765	5.449000e+03	1.091600e+04	1.108400e+04	1.098900e+04	9.974272e-01	4.673080e-01	0.000000e+00
GeneList1526	5.521000e+03	1.104600e+04	1.095400e+04	1.098900e+04	1.002566e+00	4.675124e-01	0.000000e+00
GeneList1321	5.468000e+03	1.095400e+04	1.104600e+04	1.098900e+04	9.974411e-01	4.675124e-01	0.000000e+00
GeneList1553	5.516000e+03	1.103600e+04	1.096400e+04	1.098900e+04	1.002562e+00	4.675661e-01	0.000000e+00
GeneList177	5.474000e+03	1.096600e+04	1.103400e+04	1.098900e+04	9.974454e-01	4.675768e-01	0.000000e+00
GeneList1983	5.482000e+03	1.098200e+04	1.101800e+04	1.098900e+04	9.974512e-01	4.676627e-01	0.000000e+00
GeneList968	5.485000e+03	1.098800e+04	1.101200e+04	1.098900e+04	9.974534e-01	4.676949e-01	0.000000e+00
GeneList122	5.496000e+03	1.099600e+04	1.100400e+04	1.098900e+04	1.002547e+00	4.677807e-01	0.000000e+00
GeneList292	5.498000e+03	1.101400e+04	1.098600e+04	1.098900e+04	9.974629e-01	4.678343e-01	0.000000e+00
GeneList1856	5.506000e+03	1.103000e+04	1.097000e+04	1.098900e+04	9.974686e-01	4.679200e-01	0.000000e+00
GeneList58	5.507000e+03	1.103200e+04	1.096800e+04	1.098900e+04	9.974694e-01	4.679307e-01	0.000000e+00
GeneList931	5.477000e+03	1.095800e+04	1.104200e+04	1.098900e+04	1.002533e+00	4.679842e-01	0.000000e+00
GeneList367	5.518000e+03	1.105400e+04	1.094600e+04	1.098900e+04	9.974773e-01	4.680484e-01	0.000000e+00
GeneList40	5.526000e+03	1.107000e+04	1.093000e+04	1.098900e+04	9.974831e-01	4.681339e-01	0.000000e+00
GeneList1556	5.455000e+03	1.091400e+04	1.108600e+04	1.098900e+04	1.002518e+00	4.682194e-01	0.000000e+00
GeneList1651	5.539000e+03	1.109600e+04	1.090400e+04	1.098900e+04	9.974924e-01	4.682728e-01	0.000000e+00
GeneList1611	5.542000e+03	1.110200e+04	1.089800e+04	1.098900e+04	9.974946e-01	4.683048e-01	0.000000e+00
GeneList1405	5.442000e+03	1.088800e+04	1.111200e+04	1.098900e+04	1.002508e+00	4.683582e-01	0.000000e+00
GeneList803	5.558000e+03	1.113400e+04	1.086600e+04	1.098900e+04	9.975060e-01	4.684754e-01	0.000000e+00
GeneList829	5.417000e+03	1.083800e+04	1.116200e+04	1.098900e+04	1.002490e+00	4.686245e-01	0.000000e+00
GeneList626	5.568000e+03	1.114100e+04	1.085900e+04	1.098900e+04	1.002236e+00	4.723648e-01	0.000000e+00
GeneList497	5.561000e+03	1.112700e+04	1.087300e+04	1.098900e+04	1.002231e+00	4.724404e-01	0.000000e+00
GeneList1999	5.555000e+03	1.111500e+04	1.088500e+04	1.098900e+04	1.002226e+00	4.725051e-01	0.000000e+00
GeneList1886	5.551000e+03	1.110700e+04	1.089300e+04	1.098900e+04	1.002223e+00	4.725482e-01	0.000000e+00
GeneList1855	5.542000e+03	1.108900e+04	1.091100e+04	1.098900e+04	1.002217e+00	4.726452e-01	0.000000e+00
GeneList1378	5.537000e+03	1.107900e+04	1.092100e+04	1.098900e+04	1.002213e+00	4.726991e-01	0.000000e+00
GeneList523	5.460000e+03	1.093700e+04	1.106300e+04	1.098900e+04	9.977976e-01	4.727852e-01	0.000000e+00
GeneList202	5.464000e+03	1.094500e+04	1.105500e+04	1.098900e+04	9.978005e-01	4.728283e-01	0.000000e+00
GeneList771	5.473000e+03	1.096300e+04	1.103700e+04	1.098900e+04	9.978071e-01	4.729250e-01	0.000000e+00
GeneList1218	5.513000e+03	1.103100e+04	1.096900e+04	1.098900e+04	1.002196e+00	4.729573e-01	0.000000e+00
GeneList586	5.509000e+03	1.102300e+04	1.097700e+04	1.098900e+04	1.002193e+00	4.730003e-01	0.000000e+00
GeneList1604	5.505000e+03	1.101500e+04	1.098500e+04	1.098900e+04	1.002190e+00	4.730432e-01	0.000000e+00
GeneList19	5.484000e+03	1.098500e+04	1.101500e+04	1.098900e+04	9.978151e-01	4.730432e-01	0.000000e+00
GeneList1174	5.504000e+03	1.101300e+04	1.098700e+04	1.098900e+04	1.002189e+00	4.730540e-01	0.000000e+00
GeneList278	5.503000e+03	1.101100e+04	1.098900e+04	1.098900e+04	1.002188e+00	4.730647e-01	0.000000e+00
GeneList1068	5.500000e+03	1.100500e+04	1.099500e+04	1.098900e+04	1.002186e+00	4.730969e-01	0.000000e+00
GeneList160	5.499000e+03	1.100300e+04	1.099700e+04	1.098900e+04	1.002185e+00	4.731077e-01	0.000000e+00
GeneList754	5.493000e+03	1.099100e+04	1.100900e+04	1.098900e+04	1.002181e+00	4.731721e-01	0.000000e+00
GeneList1634	5.496000e+03	1.100900e+04	1.099100e+04	1.098900e+04	9.978238e-01	4.731721e-01	0.000000e+00
GeneList685	5.489000e+03	1.098300e+04	1.101700e+04	1.098900e+04	1.002178e+00	4.732150e-01	0.000000e+00
GeneList1758	5.488000e+03	1.098100e+04	1.101900e+04	1.098900e+04	1.002177e+00	4.732257e-01	0.000000e+00
GeneList1754	5.504000e+03	1.102500e+04	1.097500e+04	1.098900e+04	9.978296e-01	4.732579e-01	0.000000e+00
GeneList510	5.474000e+03	1.095300e+04	1.104700e+04	1.098900e+04	1.002167e+00	4.733758e-01	0.000000e+00
GeneList1704	5.522000e+03	1.106100e+04	1.093900e+04	1.098900e+04	9.978426e-01	4.734508e-01	0.000000e+00
GeneList47	5.525000e+03	1.106700e+04	1.093300e+04	1.098900e+04	9.978448e-01	4.734829e-01	0.000000e+00
GeneList1424	5.452000e+03	1.090900e+04	1.109100e+04	1.098900e+04	1.002151e+00	4.736113e-01	0.000000e+00
GeneList885	5.414000e+03	1.084400e+04	1.115600e+04	1.098900e+04	9.981265e-01	4.776530e-01	0.000000e+00
GeneList21	5.562000e+03	1.113000e+04	1.087000e+04	1.098900e+04	1.001867e+00	4.777934e-01	0.000000e+00
GeneList1018	5.437000e+03	1.089000e+04	1.111000e+04	1.098900e+04	9.981434e-01	4.779012e-01	0.000000e+00
GeneList1972	5.551000e+03	1.110800e+04	1.089200e+04	1.098900e+04	1.001859e+00	4.779120e-01	0.000000e+00
GeneList1713	5.440000e+03	1.089600e+04	1.110400e+04	1.098900e+04	9.981456e-01	4.779336e-01	0.000000e+00
GeneList546	5.443000e+03	1.090200e+04	1.109800e+04	1.098900e+04	9.981478e-01	4.779659e-01	0.000000e+00
GeneList1869	5.450000e+03	1.091600e+04	1.108400e+04	1.098900e+04	9.981529e-01	4.780413e-01	0.000000e+00
GeneList1841	5.534000e+03	1.107400e+04	1.092600e+04	1.098900e+04	1.001847e+00	4.780952e-01	0.000000e+00
GeneList1697	5.530000e+03	1.106600e+04	1.093400e+04	1.098900e+04	1.001844e+00	4.781383e-01	0.000000e+00
GeneList1190	5.462000e+03	1.094000e+04	1.106000e+04	1.098900e+04	9.981616e-01	4.781706e-01	0.000000e+00
GeneList377	5.526000e+03	1.105800e+04	1.094200e+04	1.098900e+04	1.001841e+00	4.781813e-01	0.000000e+00
GeneList1205	5.525000e+03	1.105600e+04	1.094400e+04	1.098900e+04	1.001840e+00	4.781921e-01	0.000000e+00
GeneList930	5.524000e+03	1.105400e+04	1.094600e+04	1.098900e+04	1.001840e+00	4.782028e-01	0.000000e+00
GeneList1324	5.503000e+03	1.101200e+04	1.098800e+04	1.098900e+04	1.001824e+00	4.784287e-01	0.000000e+00
GeneList1092	5.487000e+03	1.099000e+04	1.101000e+04	1.098900e+04	9.981798e-01	4.784394e-01	0.000000e+00
GeneList446	5.502000e+03	1.101000e+04	1.099000e+04	1.098900e+04	1.001823e+00	4.784394e-01	0.000000e+00
GeneList1956	5.500000e+03	1.100600e+04	1.099400e+04	1.098900e+04	1.001822e+00	4.784609e-01	0.000000e+00
GeneList1863	5.493000e+03	1.100200e+04	1.099800e+04	1.098900e+04	9.981842e-01	4.785039e-01	0.000000e+00
GeneList672	5.489000e+03	1.098400e+04	1.101600e+04	1.098900e+04	1.001814e+00	4.785791e-01	0.000000e+00
GeneList75	5.488000e+03	1.098200e+04	1.101800e+04	1.098900e+04	1.001813e+00	4.785898e-01	0.000000e+00
GeneList558	5.505000e+03	1.102600e+04	1.097400e+04	1.098900e+04	9.981929e-01	4.786327e-01	0.000000e+00
GeneList46	5.482000e+03	1.097000e+04	1.103000e+04	1.098900e+04	1.001809e+00	4.786542e-01	0.000000e+00
GeneList527	5.481000e+03	1.096800e+04	1.103200e+04	1.098900e+04	1.001808e+00	4.786649e-01	0.000000e+00
GeneList1779	5.469000e+03	1.094400e+04	1.105600e+04	1.098900e+04	1.001799e+00	4.787937e-01	0.000000e+00
GeneList343	5.520000e+03	1.105600e+04	1.094400e+04	1.098900e+04	9.982037e-01	4.787937e-01	0.000000e+00
GeneList1776	5.466000e+03	1.093800e+04	1.106200e+04	1.098900e+04	1.001797e+00	4.788258e-01	0.000000e+00
GeneList571	5.524000e+03	1.106400e+04	1.093600e+04	1.098900e+04	9.982066e-01	4.788366e-01	0.000000e+00
GeneList1170	5.447000e+03	1.090000e+04	1.110000e+04	1.098900e+04	1.001784e+00	4.790294e-01	0.000000e+00
GeneList481	5.429000e+03	1.086400e+04	1.113600e+04	1.098900e+04	1.001771e+00	4.792221e-01	0.000000e+00
GeneList1313	5.576000e+03	1.116800e+04	1.083200e+04	1.098900e+04	9.982440e-01	4.793932e-01	0.000000e+00
GeneList597	5.445000e+03	1.090500e+04	1.109500e+04	1.098900e+04	9.985119e-01	4.833552e-01	0.000000e+00
GeneList451	5.543000e+03	1.109300e+04	1.090700e+04	1.098900e+04	1.001490e+00	4.833660e-01	0.000000e+00
GeneList129	5.542000e+03	1.109100e+04	1.090900e+04	1.098900e+04	1.001489e+00	4.833768e-01	0.000000e+00
GeneList1888	5.534000e+03	1.107500e+04	1.092500e+04	1.098900e+04	1.001483e+00	4.834630e-01	0.000000e+00
GeneList472	5.456000e+03	1.092700e+04	1.107300e+04	1.098900e+04	9.985199e-01	4.834737e-01	0.000000e+00
GeneList1581	5.471000e+03	1.095700e+04	1.104300e+04	1.098900e+04	9.985309e-01	4.836352e-01	0.000000e+00
GeneList860	5.517000e+03	1.104100e+04	1.095900e+04	1.098900e+04	1.001471e+00	4.836460e-01	0.000000e+00
GeneList442	5.515000e+03	1.103700e+04	1.096300e+04	1.098900e+04	1.001469e+00	4.836675e-01	0.000000e+00
GeneList839	5.480000e+03	1.097500e+04	1.102500e+04	1.098900e+04	9.985374e-01	4.837320e-01	0.000000e+00
GeneList134	5.508000e+03	1.102300e+04	1.097700e+04	1.098900e+04	1.001464e+00	4.837428e-01	0.000000e+00
GeneList1145	5.507000e+03	1.102100e+04	1.097900e+04	1.098900e+04	1.001463e+00	4.837535e-01	0.000000e+00
GeneList1393	5.494000e+03	1.100300e+04	1.099700e+04	1.098900e+04	9.985476e-01	4.838826e-01	0.000000e+00
GeneList1399	5.505000e+03	1.102500e+04	1.097500e+04	1.098900e+04	9.985556e-01	4.840008e-01	0.000000e+00
GeneList1597	5.507000e+03	1.102900e+04	1.097100e+04	1.098900e+04	9.985570e-01	4.840223e-01	0.000000e+00
GeneList1126	5.478000e+03	1.096300e+04	1.103700e+04	1.098900e+04	1.001442e+00	4.840652e-01	0.000000e+00
GeneList1941	5.515000e+03	1.104500e+04	1.095500e+04	1.098900e+04	9.985628e-01	4.841082e-01	0.000000e+00
GeneList1793	5.473000e+03	1.095300e+04	1.104700e+04	1.098900e+04	1.001439e+00	4.841189e-01	0.000000e+00
GeneList1826	5.467000e+03	1.094100e+04	1.105900e+04	1.098900e+04	1.001434e+00	4.841833e-01	0.000000e+00
GeneList1339	5.537000e+03	1.108900e+04	1.091100e+04	1.098900e+04	9.985787e-01	4.843443e-01	0.000000e+00
GeneList1156	5.545000e+03	1.110500e+04	1.089500e+04	1.098900e+04	9.985845e-01	4.844301e-01	0.000000e+00
GeneList1239	5.552000e+03	1.111900e+04	1.088100e+04	1.098900e+04	9.985896e-01	4.845052e-01	0.000000e+00
GeneList1176	5.558000e+03	1.113100e+04	1.086900e+04	1.098900e+04	9.985939e-01	4.845695e-01	0.000000e+00
GeneList52	5.576000e+03	1.116700e+04	1.083300e+04	1.098900e+04	9.986068e-01	4.847623e-01	0.000000e+00
GeneList1297	5.441000e+03	1.089600e+04	1.110400e+04	1.098900e+04	9.988718e-01	4.886829e-01	0.000000e+00
GeneList1175	5.443000e+03	1.090000e+04	1.110000e+04	1.098900e+04	9.988733e-01	4.887045e-01	0.000000e+00
GeneList399	5.531000e+03	1.107000e+04	1.093000e+04	1.098900e+04	1.001117e+00	4.888660e-01	0.000000e+00
GeneList437	5.460000e+03	1.093400e+04	1.106600e+04	1.098900e+04	9.988857e-01	4.888876e-01	0.000000e+00
GeneList979	5.467000e+03	1.094800e+04	1.105200e+04	1.098900e+04	9.988908e-01	4.889629e-01	0.000000e+00
GeneList981	5.469000e+03	1.095200e+04	1.104800e+04	1.098900e+04	9.988922e-01	4.889845e-01	0.000000e+00
GeneList1233	5.469000e+03	1.095200e+04	1.104800e+04	1.098900e+04	9.988922e-01	4.889845e-01	0.000000e+00
GeneList198	5.515000e+03	1.103800e+04	1.096200e+04	1.098900e+04	1.001105e+00	4.890383e-01	0.000000e+00
GeneList178	5.480000e+03	1.097400e+04	1.102600e+04	1.098900e+04	9.989002e-01	4.891028e-01	0.000000e+00
GeneList1828	5.481000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.989010e-01	4.891136e-01	0.000000e+00
GeneList1656	5.486000e+03	1.098600e+04	1.101400e+04	1.098900e+04	9.989046e-01	4.891674e-01	0.000000e+00
GeneList314	5.486000e+03	1.098600e+04	1.101400e+04	1.098900e+04	9.989046e-01	4.891674e-01	0.000000e+00
GeneList249	5.486000e+03	1.098600e+04	1.101400e+04	1.098900e+04	9.989046e-01	4.891674e-01	0.000000e+00
GeneList1570	5.489000e+03	1.099200e+04	1.100800e+04	1.098900e+04	9.989068e-01	4.891996e-01	0.000000e+00
GeneList1690	5.497000e+03	1.100800e+04	1.099200e+04	1.098900e+04	9.989126e-01	4.892857e-01	0.000000e+00
GeneList888	5.500000e+03	1.101400e+04	1.098600e+04	1.098900e+04	9.989148e-01	4.893179e-01	0.000000e+00
GeneList81	5.484000e+03	1.097600e+04	1.102400e+04	1.098900e+04	1.001083e+00	4.893717e-01	0.000000e+00
GeneList1305	5.482000e+03	1.097200e+04	1.102800e+04	1.098900e+04	1.001081e+00	4.893932e-01	0.000000e+00
GeneList1264	5.475000e+03	1.095800e+04	1.104200e+04	1.098900e+04	1.001076e+00	4.894684e-01	0.000000e+00
GeneList1522	5.520000e+03	1.105400e+04	1.094600e+04	1.098900e+04	9.989293e-01	4.895329e-01	0.000000e+00
GeneList1185	5.462000e+03	1.093200e+04	1.106800e+04	1.098900e+04	1.001067e+00	4.896081e-01	0.000000e+00
GeneList551	5.531000e+03	1.107600e+04	1.092400e+04	1.098900e+04	9.989372e-01	4.896511e-01	0.000000e+00
GeneList1616	5.432000e+03	1.087200e+04	1.112800e+04	1.098900e+04	1.001045e+00	4.899303e-01	0.000000e+00
GeneList1345	5.428000e+03	1.086400e+04	1.113600e+04	1.098900e+04	1.001042e+00	4.899732e-01	0.000000e+00
GeneList1554	5.425000e+03	1.085800e+04	1.114200e+04	1.098900e+04	1.001040e+00	4.900054e-01	0.000000e+00
GeneList823	5.452000e+03	1.091700e+04	1.108300e+04	1.098900e+04	9.992428e-01	4.941743e-01	0.000000e+00
GeneList1263	5.526000e+03	1.106100e+04	1.093900e+04	1.098900e+04	1.000750e+00	4.942927e-01	0.000000e+00
GeneList1123	5.509000e+03	1.102700e+04	1.097300e+04	1.098900e+04	1.000737e+00	4.944756e-01	0.000000e+00
GeneList741	5.502000e+03	1.101300e+04	1.098700e+04	1.098900e+04	1.000732e+00	4.945509e-01	0.000000e+00
